order_id,klant_id,stad,land,datum_besteld,product,categorie,aantal,stuksprijs,korting_pct,omzet,betaalmethode,beloofde_levertijd,levertijd_dagen,klachtmelding,te_laat,korting_ontbrak
ORD-102368,K1053,Groningen,NL,2025-05-02,Paracetamol 500mg,OTC,43.0,1.87,10.0,72.37,incasso,4,3.1,nee,0,0
ORD-101452,K1160,Antwerpen,BE,2025-08-26,Simvastatine 40mg,Rx,8.0,3.88,0.0,31.04,factuur,4,1.0,nee,0,0
ORD-102073,K1171,Rotterdam,NL,2025-08-23,Levothyroxine 50mcg,Rx,6.0,3.16,5.0,18.01,factuur,4,2.2,ja,0,0
ORD-100796,K1049,Eindhoven,NL,2025-01-29,Paracetamol 500mg,OTC,9.0,1.85,10.0,14.99,onbekend,4,2.8,nee,0,0
ORD-101415,K1039,Amsterdam,NL,2025-06-28,Ibuprofen 400mg,OTC,133.0,2.37,0.0,315.21,incasso,4,4.8,ja,1,0
ORD-100178,K1004,Den Haag,NL,2025-08-05,Vitamine D3 25mcg,OTC,39.0,7.57,0.0,280.47,vooruitbetaling,4,3.6,nee,0,0
ORD-101743,K1161,Amsterdam,NL,2025-03-19,Vitamine D3 25mcg,OTC,79.0,7.73,0.0,610.67,vooruitbetaling,4,3.7,nee,0,0
ORD-100535,K1051,Rotterdam,NL,2025-03-04,Salbutamol inhalator,Rx,69.0,18.36,5.0,1517.41,factuur,4,4.7,nee,1,0
ORD-100608,K1045,Utrecht,NL,2025-07-24,Omeprazol 20mg,Rx,21.0,5.17,0.0,108.57,factuur,4,1.9,nee,0,0
ORD-100001,K1110,Utrecht,NL,2025-01-27,Simvastatine 40mg,Rx,119.0,3.86,20.0,367.47,incasso,4,,nee,0,0
ORD-100335,K1014,Amsterdam,NL,2025-04-28,Vitamine D3 25mcg,OTC,14.0,7.41,20.0,82.99,factuur,4,1.3,nee,0,0
ORD-101783,K1069,Gent,BE,2025-01-22,Metformine 850mg,Rx,29.0,4.28,0.0,124.12,creditcard,4,2.1,nee,0,0
ORD-101352,K1021,Eindhoven,NL,2025-09-02,Ibuprofen 400mg,OTC,54.0,2.38,10.0,115.67,factuur,4,1.7,nee,0,0
ORD-100648,K1054,Den Haag,NL,2025-01-27,Vitamine D3 25mcg,OTC,41.0,7.44,5.0,289.79,factuur,4,,nee,0,0
ORD-100559,K1159,Den Haag,NL,2025-11-02,Paracetamol 500mg,OTC,23.0,1.9,0.0,43.7,vooruitbetaling,4,1.0,nee,0,0
ORD-102011,K1154,Utrecht,NL,2025-01-24,Amoxicilline 250mg,Rx,28.0,6.82,10.0,171.86,vooruitbetaling,4,4.6,nee,1,0
ORD-100187,K1037,Amsterdam,NL,2025-10-17,Ibuprofen 400mg,OTC,40.0,2.25,0.0,90.0,incasso,4,3.0,nee,0,0
ORD-102309,K1003,Utrecht,NL,2025-01-10,Simvastatine 40mg,Rx,84.0,3.88,15.0,277.03,factuur,4,2.2,nee,0,0
ORD-100231,K1145,Utrecht,NL,2025-07-11,Levothyroxine 50mcg,Rx,24.0,3.24,0.0,77.76,factuur,4,1.4,ja,0,0
ORD-101935,K1066,Groningen,NL,2025-08-24,Paracetamol 500mg,OTC,20.0,1.91,10.0,34.38,factuur,4,2.0,nee,0,0
ORD-100774,K1136,Utrecht,NL,2025-02-24,Levothyroxine 50mcg,Rx,14.0,3.11,0.0,43.54,vooruitbetaling,4,1.0,nee,0,0
ORD-100799,K1078,Antwerpen,BE,2025-09-23,Levothyroxine 50mcg,Rx,94.0,3.24,0.0,304.56,creditcard,4,2.9,nee,0,0
ORD-101379,K1007,Zwolle,NL,2025-01-22,Paracetamol 500mg,OTC,6.0,1.82,5.0,10.37,creditcard,4,2.4,nee,0,0
ORD-100755,K1023,Den Haag,NL,2025-02-11,Levothyroxine 50mcg,Rx,24.0,3.1,5.0,70.68,incasso,4,1.1,nee,0,0
ORD-100614,K1043,Rotterdam,NL,2025-04-22,Simvastatine 40mg,Rx,3.0,3.8,0.0,11.4,vooruitbetaling,4,2.2,nee,0,0
ORD-102176,K1028,Antwerpen,BE,2025-06-01,Metformine 850mg,Rx,26.0,4.21,0.0,109.46,vooruitbetaling,4,3.2,nee,0,0
ORD-101257,K1108,Den Haag,NL,2025-05-15,Metformine 850mg,Rx,11.0,4.39,0.0,48.29,factuur,4,1.1,nee,0,0
ORD-101233,K1117,Groningen,NL,2025-12-01,Omeprazol 20mg,Rx,37.0,4.89,15.0,153.79,creditcard,4,4.1,nee,1,0
ORD-100386,K1120,Den Haag,NL,2025-06-25,Vitamine D3 25mcg,OTC,7.0,7.63,0.0,53.41,incasso,4,2.4,nee,0,0
ORD-100186,K1089,Utrecht,NL,2025-05-04,Salbutamol inhalator,Rx,44.0,18.42,0.0,810.48,factuur,4,2.0,nee,0,0
ORD-101210,K1114,Antwerpen,BE,2025-03-14,Salbutamol inhalator,Rx,7.0,17.88,15.0,106.39,factuur,4,2.9,nee,0,0
ORD-101845,K1011,Amsterdam,NL,2025-06-24,Insuline pen,Koelketen,9.0,41.73,5.0,356.79,vooruitbetaling,6,5.0,nee,0,0
ORD-100904,K1070,Den Haag,NL,2025-05-29,Amoxicilline 250mg,Rx,17.0,6.61,0.0,112.37,incasso,4,2.0,nee,0,0
ORD-102185,K1036,Rotterdam,NL,2025-06-04,Amoxicilline 250mg,Rx,55.0,6.75,0.0,913.16,factuur,4,2.8,nee,0,0
ORD-100252,K1130,Amsterdam,NL,2025-11-14,Simvastatine 40mg,Rx,16.0,4.07,0.0,65.12,factuur,4,1.5,nee,0,0
ORD-101589,K1164,Utrecht,NL,2025-11-05,Ibuprofen 400mg,OTC,13.0,2.27,10.0,26.56,incasso,4,2.9,nee,0,0
ORD-100678,K1166,Gent,BE,2025-02-21,Metformine 850mg,Rx,36.0,4.15,5.0,141.93,factuur,4,3.1,nee,0,0
ORD-101800,K1013,Antwerpen,BE,2025-05-11,Vitamine D3 25mcg,OTC,48.0,7.19,10.0,310.61,vooruitbetaling,4,3.1,nee,0,0
ORD-100598,K1139,Gent,BE,2025-03-26,Simvastatine 40mg,Rx,87.0,3.79,20.0,263.78,creditcard,4,1.4,nee,0,0
ORD-100316,K1124,Den Haag,NL,2025-07-29,Metformine 850mg,Rx,162.0,4.15,0.0,672.3,factuur,4,2.0,nee,0,0
ORD-100937,K1095,Gent,BE,2025-03-27,Ibuprofen 400mg,OTC,15.0,2.37,0.0,35.55,factuur,4,5.2,ja,1,0
ORD-101147,K1166,Rotterdam,NL,2025-02-09,Ibuprofen 400mg,OTC,25.0,2.48,0.0,62.0,vooruitbetaling,4,1.4,nee,0,0
ORD-102165,K1092,Eindhoven,NL,2025-05-03,Insuline pen,Koelketen,7.0,43.52,5.0,289.41,factuur,6,5.4,nee,0,0
ORD-102057,K1028,Rotterdam,NL,2025-06-07,Insuline pen,Koelketen,46.0,44.28,0.0,2036.88,factuur,6,6.7,ja,1,0
ORD-101915,K1001,Rotterdam,NL,2025-05-21,Salbutamol inhalator,Rx,23.0,19.12,0.0,439.76,creditcard,4,2.4,nee,0,0
ORD-101965,K1108,Utrecht,NL,2025-08-15,Amoxicilline 250mg,Rx,55.0,6.67,10.0,330.16,incasso,4,4.4,ja,1,0
ORD-100635,K1061,Antwerpen,BE,2025-05-08,Simvastatine 40mg,Rx,16.0,3.77,0.0,60.32,vooruitbetaling,4,1.3,nee,0,0
ORD-101700,K1130,Utrecht,NL,2025-11-09,Omeprazol 20mg,Rx,23.0,5.34,10.0,110.54,factuur,4,3.8,nee,0,0
ORD-101501,K1080,Groningen,NL,2025-07-30,Ibuprofen 400mg,OTC,21.0,2.34,10.0,44.23,incasso,4,1.0,nee,0,0
ORD-101344,K1086,Amsterdam,NL,2025-09-27,Omeprazol 20mg,Rx,10.0,5.21,5.0,49.5,factuur,4,1.5,nee,0,0
ORD-101807,K1116,Den Haag,NL,2025-03-29,Levothyroxine 50mcg,Rx,117.0,3.08,20.0,288.29,vooruitbetaling,4,5.8,ja,1,0
ORD-100743,K1170,Utrecht,NL,2025-03-15,Levothyroxine 50mcg,Rx,133.0,3.18,10.0,380.65,incasso,4,4.9,nee,1,0
ORD-101910,K1172,Zwolle,NL,2025-06-23,Simvastatine 40mg,Rx,33.0,4.01,10.0,119.1,incasso,4,3.0,nee,0,0
ORD-102093,K1120,Maastricht,NL,2025-05-29,Omeprazol 20mg,Rx,13.0,5.06,10.0,59.2,factuur,4,1.5,nee,0,0
ORD-100152,K1136,Den Haag,NL,2025-06-16,Levothyroxine 50mcg,Rx,33.0,3.26,20.0,86.06,vooruitbetaling,4,3.5,nee,0,0
ORD-100971,K1103,Amsterdam,NL,2025-08-01,Salbutamol inhalator,Rx,83.0,19.03,15.0,1342.57,creditcard,4,5.4,ja,1,0
ORD-101515,K1003,Rotterdam,NL,2025-01-23,Paracetamol 500mg,OTC,18.0,1.83,10.0,29.65,incasso,4,1.7,ja,0,0
ORD-100761,K1010,Utrecht,NL,2025-02-25,Ibuprofen 400mg,OTC,14.0,2.46,0.0,34.44,creditcard,4,1.9,nee,0,0
ORD-100477,K1162,Groningen,NL,2025-06-19,Paracetamol 500mg,OTC,67.0,1.88,0.0,125.96,onbekend,4,2.7,nee,0,0
ORD-100984,K1099,Amsterdam,NL,2025-11-14,Amoxicilline 250mg,Rx,39.0,6.81,0.0,265.59,factuur,4,3.2,nee,0,0
ORD-101670,K1098,Gent,BE,2025-03-12,Vitamine D3 25mcg,OTC,25.0,7.17,5.0,170.29,vooruitbetaling,4,2.0,nee,0,0
ORD-100262,K1165,Amsterdam,NL,2025-06-18,Omeprazol 20mg,Rx,38.0,5.09,10.0,174.08,onbekend,4,2.2,nee,0,0
ORD-101081,K1129,Groningen,NL,2025-03-23,Omeprazol 20mg,Rx,26.0,5.26,15.0,116.25,factuur,4,2.1,nee,0,0
ORD-100429,K1116,Amsterdam,NL,2025-01-23,Levothyroxine 50mcg,Rx,4.0,3.17,0.0,12.68,creditcard,4,2.5,nee,0,0
ORD-100249,K1069,Antwerpen,BE,2025-08-03,Levothyroxine 50mcg,Rx,11.0,3.18,10.0,31.48,factuur,4,2.7,nee,0,0
ORD-100019,K1168,Amsterdam,NL,2025-04-13,Amoxicilline 250mg,Rx,31.0,6.68,15.0,176.02,incasso,4,3.1,nee,0,0
ORD-102037,K1113,Antwerpen,BE,2025-06-18,Omeprazol 20mg,Rx,16.0,4.96,15.0,67.46,incasso,4,1.0,nee,0,0
ORD-101237,K1096,Rotterdam,NL,2025-09-12,Levothyroxine 50mcg,Rx,5.0,2.97,0.0,14.85,incasso,4,5.4,ja,1,0
ORD-102277,K1080,Rotterdam,NL,2025-05-05,Simvastatine 40mg,Rx,8.0,3.97,0.0,31.76,factuur,4,2.2,nee,0,0
ORD-101594,K1155,Utrecht,NL,2025-10-02,Paracetamol 500mg,OTC,5.0,1.88,0.0,9.4,creditcard,4,1.0,nee,0,0
ORD-101347,K1108,Zwolle,NL,2025-04-03,Metformine 850mg,Rx,32.0,4.28,15.0,116.42,vooruitbetaling,4,4.4,ja,1,0
ORD-102097,K1132,Amsterdam,NL,2025-01-25,Paracetamol 500mg,OTC,30.0,1.83,0.0,54.9,vooruitbetaling,4,3.5,nee,0,0
ORD-102371,K1080,Den Haag,NL,2025-03-04,Simvastatine 40mg,Rx,19.0,4.01,5.0,72.38,vooruitbetaling,4,1.7,ja,0,0
ORD-100921,K1143,Eindhoven,NL,2025-06-14,Paracetamol 500mg,OTC,18.0,1.8,20.0,25.92,vooruitbetaling,4,2.7,nee,0,0
ORD-100818,K1048,Den Haag,NL,2025-04-18,Metformine 850mg,Rx,18.0,3.96,10.0,64.15,incasso,4,3.9,nee,0,0
ORD-101588,K1028,Rotterdam,NL,2025-06-09,Vitamine D3 25mcg,OTC,5.0,7.18,10.0,32.31,incasso,4,1.0,nee,0,0
ORD-100353,K1018,Maastricht,NL,2025-09-14,Vitamine D3 25mcg,OTC,111.0,7.14,0.0,792.54,incasso,4,2.1,nee,0,0
ORD-100520,K1160,Amsterdam,NL,2025-10-19,Levothyroxine 50mcg,Rx,339.0,3.06,10.0,933.61,factuur,4,6.2,ja,1,0
ORD-101297,K1009,Rotterdam,NL,2025-08-06,Vitamine D3 25mcg,OTC,13.0,6.93,5.0,85.59,factuur,4,4.1,ja,1,0
ORD-100015,K1165,Groningen,NL,2025-07-02,Omeprazol 20mg,Rx,12.0,5.29,10.0,57.13,vooruitbetaling,4,3.0,nee,0,0
ORD-101258,K1088,Eindhoven,NL,2025-11-25,Levothyroxine 50mcg,Rx,4.0,3.13,10.0,11.27,factuur,4,1.3,nee,0,0
ORD-100842,K1163,Eindhoven,NL,2025-11-07,Vitamine D3 25mcg,OTC,16.0,7.25,0.0,116.0,vooruitbetaling,4,5.0,ja,1,0
ORD-100564,K1062,Utrecht,NL,2025-09-21,Metformine 850mg,Rx,40.0,4.27,10.0,153.72,incasso,4,,ja,1,0
ORD-101652,K1079,Zwolle,NL,2025-02-25,Levothyroxine 50mcg,Rx,7.0,3.02,5.0,20.08,factuur,4,1.9,nee,0,0
ORD-101576,K1077,Amsterdam,NL,2025-11-14,Ibuprofen 400mg,OTC,15.0,2.51,0.0,37.65,vooruitbetaling,4,2.6,nee,0,0
ORD-100051,K1118,Groningen,NL,2025-04-02,Ibuprofen 400mg,OTC,114.0,2.36,0.0,269.04,creditcard,4,3.8,nee,0,0
ORD-102295,K1107,Maastricht,NL,2025-09-30,Salbutamol inhalator,Rx,12.0,17.88,5.0,203.83,creditcard,4,2.7,nee,0,0
ORD-102195,K1011,Maastricht,NL,2025-10-16,Simvastatine 40mg,Rx,25.0,3.87,0.0,96.75,creditcard,4,1.5,nee,0,0
ORD-100394,K1176,Utrecht,NL,2025-11-03,Metformine 850mg,Rx,18.0,4.36,0.0,78.48,vooruitbetaling,4,1.4,nee,0,0
ORD-101405,K1013,Antwerpen,BE,2025-11-24,Levothyroxine 50mcg,Rx,31.0,3.02,15.0,79.58,factuur,4,2.1,nee,0,0
ORD-100831,K1137,Antwerpen,BE,2025-10-24,Vitamine D3 25mcg,OTC,10.0,7.53,10.0,67.77,vooruitbetaling,4,4.5,nee,1,0
ORD-100447,K1103,Amsterdam,NL,2025-03-11,Vitamine D3 25mcg,OTC,37.0,7.31,0.0,270.47,creditcard,4,3.2,nee,0,0
ORD-102129,K1006,Utrecht,NL,2025-03-19,Metformine 850mg,Rx,7.0,4.31,0.0,30.17,factuur,4,1.3,nee,0,0
ORD-102052,K1071,Utrecht,NL,2025-02-15,Salbutamol inhalator,Rx,19.0,17.4,5.0,314.07,incasso,4,4.0,nee,1,0
ORD-100042,K1001,Amsterdam,NL,2025-07-26,Vitamine D3 25mcg,OTC,16.0,7.44,0.0,119.04,vooruitbetaling,4,2.5,nee,0,0
ORD-102257,K1092,Den Haag,NL,2025-04-05,Amoxicilline 250mg,Rx,24.0,6.67,0.0,160.08,creditcard,4,3.0,nee,0,0
ORD-102051,K1119,Utrecht,NL,2025-04-26,Salbutamol inhalator,Rx,66.0,18.54,5.0,1162.46,vooruitbetaling,4,5.5,nee,1,0
ORD-100430,K1054,Amsterdam,NL,2025-05-12,Vitamine D3 25mcg,OTC,10.0,7.11,0.0,71.1,factuur,4,3.8,nee,0,0
ORD-100075,K1090,Utrecht,NL,2025-10-19,Salbutamol inhalator,Rx,41.0,18.74,10.0,691.51,incasso,4,3.4,nee,0,0
ORD-101251,K1090,Amsterdam,NL,2025-05-10,Salbutamol inhalator,Rx,86.0,18.02,0.0,1549.72,onbekend,4,5.1,ja,1,0
ORD-101317,K1051,Den Haag,NL,2025-03-03,Amoxicilline 250mg,Rx,17.0,7.05,0.0,119.85,incasso,4,1.0,nee,0,0
ORD-101272,K1134,Amsterdam,NL,2025-08-10,Omeprazol 20mg,Rx,42.0,5.36,5.0,213.86,factuur,4,4.5,ja,1,0
ORD-101482,K1009,Utrecht,NL,2025-07-02,Metformine 850mg,Rx,41.0,4.26,0.0,174.66,incasso,4,3.1,nee,0,0
ORD-101176,K1081,Den Haag,NL,2025-08-22,Simvastatine 40mg,Rx,27.0,4.16,0.0,112.32,vooruitbetaling,4,2.6,nee,0,0
ORD-100352,K1035,Rotterdam,NL,2025-04-18,Ibuprofen 400mg,OTC,6.0,2.41,15.0,12.29,creditcard,4,2.1,nee,0,0
ORD-101693,K1039,Eindhoven,NL,2025-06-14,Ibuprofen 400mg,OTC,32.0,2.38,20.0,60.93,factuur,4,3.1,nee,0,0
ORD-101859,K1071,Utrecht,NL,2025-03-29,Vitamine D3 25mcg,OTC,5.0,7.48,0.0,37.4,vooruitbetaling,4,3.8,nee,0,0
ORD-101716,K1176,Zwolle,NL,2025-11-30,Vitamine D3 25mcg,OTC,4.0,7.31,0.0,29.24,vooruitbetaling,4,4.7,ja,1,0
ORD-102172,K1045,Maastricht,NL,2025-08-14,Ibuprofen 400mg,OTC,,2.37,0.0,71.1,creditcard,4,2.3,nee,0,0
ORD-100119,K1120,Rotterdam,NL,2025-03-30,Simvastatine 40mg,Rx,33.0,3.95,10.0,117.32,factuur,4,4.0,ja,1,0
ORD-101282,K1086,Utrecht,NL,2025-07-08,Omeprazol 20mg,Rx,5.0,4.94,10.0,22.23,creditcard,4,1.4,nee,0,0
ORD-101435,K1057,Utrecht,NL,2025-02-26,Ibuprofen 400mg,OTC,3.0,2.45,0.0,7.35,factuur,4,3.8,nee,0,0
ORD-101432,K1134,Eindhoven,NL,2025-09-19,Simvastatine 40mg,Rx,9.0,3.92,0.0,35.28,factuur,4,3.5,nee,0,0
ORD-101869,K1038,Eindhoven,NL,2025-11-19,Paracetamol 500mg,OTC,48.0,1.83,0.0,87.84,vooruitbetaling,4,2.5,nee,0,0
ORD-101542,K1071,Rotterdam,NL,2025-09-04,Paracetamol 500mg,OTC,232.0,1.82,10.0,380.02,incasso,4,3.1,nee,0,0
ORD-100956,K1173,Groningen,NL,2025-06-07,Metformine 850mg,Rx,47.0,4.29,0.0,201.63,onbekend,4,2.4,nee,0,0
ORD-100851,K1076,Amsterdam,NL,2025-05-29,Ibuprofen 400mg,OTC,24.0,2.43,15.0,49.57,factuur,4,3.2,nee,0,0
ORD-102107,K1015,Antwerpen,BE,2025-08-18,Omeprazol 20mg,Rx,27.0,5.11,10.0,124.17,vooruitbetaling,4,1.0,nee,0,0
ORD-101455,K1076,Utrecht,NL,2025-02-13,Vitamine D3 25mcg,OTC,9.0,7.36,0.0,66.24,vooruitbetaling,4,1.6,nee,0,0
ORD-101225,K1077,Amsterdam,NL,2025-04-08,Salbutamol inhalator,Rx,89.0,19.13,10.0,1532.31,factuur,4,4.3,nee,1,0
ORD-100064,K1157,Rotterdam,NL,2025-03-01,Insuline pen,Koelketen,12.0,39.85,0.0,478.2,vooruitbetaling,6,4.4,nee,0,0
ORD-100849,K1029,Utrecht,NL,2025-07-16,Omeprazol 20mg,Rx,28.0,5.24,15.0,124.71,vooruitbetaling,4,2.5,nee,0,0
ORD-101536,K1072,Utrecht,NL,2025-05-25,Metformine 850mg,Rx,38.0,4.22,5.0,152.34,incasso,4,3.5,nee,0,0
ORD-102391,K1138,Maastricht,NL,2025-03-01,Ibuprofen 400mg,OTC,44.0,2.46,10.0,97.42,factuur,4,3.8,nee,0,0
ORD-101612,K1132,Groningen,NL,2025-10-26,Amoxicilline 250mg,Rx,6.0,6.9,0.0,41.4,incasso,4,3.4,nee,0,0
ORD-100740,K1045,Amsterdam,NL,2025-06-06,Ibuprofen 400mg,OTC,10.0,2.48,15.0,21.08,incasso,4,3.7,nee,0,0
ORD-101624,K1012,Maastricht,NL,2025-05-30,Ibuprofen 400mg,OTC,7.0,2.4,15.0,14.28,vooruitbetaling,4,2.7,nee,0,0
ORD-100026,K1031,Rotterdam,NL,2025-11-17,Vitamine D3 25mcg,OTC,76.0,7.42,5.0,535.72,incasso,4,1.1,nee,0,0
ORD-101806,K1135,Utrecht,NL,2025-04-07,Omeprazol 20mg,Rx,34.0,4.94,15.0,142.77,creditcard,4,1.3,nee,0,0
ORD-101214,K1019,Rotterdam,NL,2025-06-04,Amoxicilline 250mg,Rx,10.0,6.91,10.0,62.19,factuur,4,2.5,nee,0,0
ORD-101475,K1034,Rotterdam,NL,2025-03-29,Vitamine D3 25mcg,OTC,15.0,7.24,0.0,108.6,factuur,4,1.3,nee,0,0
ORD-100886,K1002,Rotterdam,NL,2025-09-10,Salbutamol inhalator,Rx,12.0,18.89,0.0,226.68,creditcard,4,3.0,nee,0,0
ORD-100839,K1065,Zwolle,NL,2025-11-12,Paracetamol 500mg,OTC,7.0,1.85,10.0,11.66,incasso,4,1.4,nee,0,0
ORD-101238,K1106,Utrecht,NL,2025-02-08,Ibuprofen 400mg,OTC,21.0,2.51,20.0,42.17,incasso,4,3.3,nee,0,0
ORD-102394,K1105,Den Haag,NL,2025-02-18,Paracetamol 500mg,OTC,2.0,1.88,0.0,3.76,incasso,4,3.0,nee,0,0
ORD-100587,K1123,Rotterdam,NL,2025-09-19,Ibuprofen 400mg,OTC,23.0,2.36,20.0,43.42,factuur,4,1.6,nee,0,0
ORD-100063,K1157,Antwerpen,BE,2025-05-02,Metformine 850mg,Rx,13.0,4.2,0.0,54.6,factuur,4,4.2,nee,1,0
ORD-101406,K1153,Gent,BE,2025-10-06,Metformine 850mg,Rx,14.0,4.23,5.0,56.26,factuur,4,1.6,nee,0,0
ORD-101617,K1115,Groningen,NL,2025-11-09,Levothyroxine 50mcg,Rx,11.0,3.08,10.0,30.49,incasso,4,2.4,nee,0,0
ORD-102399,K1172,Rotterdam,NL,2025-02-27,Metformine 850mg,Rx,5.0,4.27,15.0,18.15,incasso,4,2.5,nee,0,0
ORD-101098,K1107,Utrecht,NL,2025-05-01,Ibuprofen 400mg,OTC,10.0,2.34,20.0,18.72,factuur,4,2.0,nee,0,0
ORD-101814,K1053,Utrecht,NL,2025-03-13,Omeprazol 20mg,Rx,15.0,5.35,5.0,76.24,creditcard,4,1.6,nee,0,0
ORD-101121,K1166,Utrecht,NL,2025-11-16,Paracetamol 500mg,OTC,24.0,1.8,0.0,43.2,vooruitbetaling,4,1.9,nee,0,0
ORD-100677,K1046,Antwerpen,BE,2025-03-16,Metformine 850mg,Rx,34.0,4.14,0.0,140.76,incasso,4,3.2,nee,0,0
ORD-101021,K1047,Rotterdam,NL,2025-03-19,Vitamine D3 25mcg,OTC,24.0,6.92,15.0,141.17,incasso,4,1.8,nee,0,0
ORD-101677,K1175,Maastricht,NL,2025-01-21,Paracetamol 500mg,OTC,35.0,1.91,0.0,66.85,factuur,4,1.0,nee,0,0
ORD-102190,K1036,Eindhoven,NL,2025-07-23,Paracetamol 500mg,OTC,27.0,1.91,0.0,51.57,creditcard,4,1.2,nee,0,0
ORD-100450,K1118,Utrecht,NL,2025-08-18,Insuline pen,Koelketen,21.0,41.96,10.0,793.04,factuur,6,5.5,nee,0,0
ORD-101924,K1065,Den Haag,NL,2025-09-15,Paracetamol 500mg,OTC,113.0,1.85,0.0,209.05,incasso,4,2.7,nee,0,0
ORD-101745,K1116,Utrecht,NL,2025-09-14,Vitamine D3 25mcg,OTC,23.0,7.55,5.0,164.97,onbekend,4,3.1,ja,0,0
ORD-101562,K1157,Den Haag,NL,2025-01-10,Ibuprofen 400mg,OTC,27.0,2.37,10.0,57.59,factuur,4,3.2,nee,0,0
ORD-100442,K1149,Amsterdam,NL,2025-03-05,Salbutamol inhalator,Rx,11.0,19.09,15.0,178.49,vooruitbetaling,4,1.5,nee,0,0
ORD-100163,K1087,Den Haag,NL,2025-01-13,Amoxicilline 250mg,Rx,140.0,6.88,10.0,866.88,factuur,4,3.6,nee,0,0
ORD-101579,K1060,Maastricht,NL,2025-10-18,Salbutamol inhalator,Rx,5.0,19.12,5.0,90.82,creditcard,4,1.1,nee,0,0
ORD-101890,K1125,Antwerpen,BE,2025-02-18,Levothyroxine 50mcg,Rx,7.0,3.04,15.0,18.09,vooruitbetaling,4,3.4,nee,0,0
ORD-101219,K1036,Utrecht,NL,2025-11-28,Simvastatine 40mg,Rx,5.0,3.91,0.0,16.62,factuur,4,2.6,nee,0,0
ORD-101886,K1023,Gent,BE,2025-06-29,Ibuprofen 400mg,OTC,15.0,2.39,10.0,32.26,creditcard,4,3.4,nee,0,0
ORD-101071,K1156,Amsterdam,NL,2025-05-28,Ibuprofen 400mg,OTC,8.0,2.51,0.0,20.08,factuur,4,1.7,nee,0,0
ORD-101582,K1016,Zwolle,NL,2025-01-08,Metformine 850mg,Rx,46.0,4.18,0.0,192.28,creditcard,4,1.2,nee,0,0
ORD-100132,K1073,Groningen,NL,2025-07-17,Simvastatine 40mg,Rx,12.0,3.93,10.0,42.44,vooruitbetaling,4,1.5,nee,0,0
ORD-102278,K1132,Amsterdam,NL,2025-07-24,Amoxicilline 250mg,Rx,77.0,6.66,0.0,512.82,factuur,4,1.2,nee,0,0
ORD-100143,K1173,Rotterdam,NL,2025-05-28,Paracetamol 500mg,OTC,18.0,1.96,15.0,29.99,vooruitbetaling,4,1.8,nee,0,0
ORD-101162,K1173,Amsterdam,NL,2025-07-02,Vitamine D3 25mcg,OTC,49.0,7.02,0.0,343.98,incasso,4,1.5,nee,0,0
ORD-102312,K1151,Gent,BE,2025-09-12,Omeprazol 20mg,Rx,16.0,5.13,10.0,73.87,incasso,4,2.1,nee,0,0
ORD-100302,K1072,Amsterdam,NL,2025-07-14,Paracetamol 500mg,OTC,9.0,1.95,0.0,17.55,vooruitbetaling,4,3.1,nee,0,0
ORD-102118,K1060,Den Haag,NL,2025-03-29,Salbutamol inhalator,Rx,19.0,18.86,5.0,340.42,incasso,4,3.9,nee,0,0
ORD-101364,K1054,Eindhoven,NL,2025-02-28,Paracetamol 500mg,OTC,126.0,1.77,10.0,200.72,incasso,4,4.7,nee,1,0
ORD-100380,K1175,Antwerpen,BE,2025-09-19,Salbutamol inhalator,Rx,22.0,19.46,5.0,406.71,factuur,4,2.8,nee,0,0
ORD-100801,K1047,Rotterdam,NL,2025-03-18,Ibuprofen 400mg,OTC,52.0,2.34,10.0,109.51,creditcard,4,3.5,nee,0,0
ORD-100314,K1110,Eindhoven,NL,2025-08-14,Vitamine D3 25mcg,OTC,48.0,7.55,10.0,326.16,creditcard,4,1.0,nee,0,0
ORD-102289,K1098,Eindhoven,NL,2025-10-20,Simvastatine 40mg,Rx,90.0,4.1,0.0,369.0,incasso,4,4.0,nee,0,0
ORD-100359,K1043,Groningen,NL,2025-10-12,Ibuprofen 400mg,OTC,83.0,2.39,20.0,158.7,creditcard,4,3.3,nee,0,0
ORD-101647,K1085,Amsterdam,NL,2025-01-26,Levothyroxine 50mcg,Rx,14.0,3.08,0.0,36.65,creditcard,4,4.1,ja,1,0
ORD-100846,K1041,Maastricht,NL,2025-05-18,Ibuprofen 400mg,OTC,35.0,2.46,5.0,81.79,onbekend,4,3.7,nee,0,0
ORD-101496,K1063,Amsterdam,NL,2025-08-17,Paracetamol 500mg,OTC,,1.82,15.0,18.56,incasso,4,5.4,nee,1,0
ORD-101278,K1170,Den Haag,NL,2025-09-27,Levothyroxine 50mcg,Rx,16.0,3.07,10.0,44.21,creditcard,4,,nee,1,0
ORD-100919,K1167,Den Haag,NL,2025-11-16,Metformine 850mg,Rx,22.0,4.23,5.0,88.41,incasso,4,4.0,nee,0,0
ORD-100612,K1091,Groningen,NL,2025-06-04,Levothyroxine 50mcg,Rx,29.0,3.15,15.0,77.65,vooruitbetaling,4,1.0,nee,0,0
ORD-101017,K1111,Antwerpen,BE,2025-08-23,Paracetamol 500mg,OTC,58.0,1.85,20.0,85.84,factuur,4,3.9,nee,0,0
ORD-101747,K1151,Amsterdam,NL,2025-07-10,Insuline pen,Koelketen,4.0,41.88,0.0,167.52,incasso,6,1.4,nee,0,0
