order_id,klant_id,stad,land,datum_besteld,product,categorie,aantal,stuksprijs,korting_pct,omzet,betaalmethode,beloofde_levertijd,levertijd_dagen,klachtmelding,te_laat
ORD-102195,K1011,Maastricht,NL,16-10-2025,Simvastatine 40mg,Rx,25,3.87,0.0,96.75,creditcard,4,1.5,nee,0
ORD-100394,K1176,UTRECHT,NL,2025-11-03,Metformine 850mg,Rx,18,4.36,0.0,78.48,vooruitbetaling,4,1.4,nee,0
ORD-101405,K1013,antwerpen,Belgie,24/11/25,Levothyroxine 50mcg,Rx,31,3.02,15.0,79.58,factuur,4,2.1,nee,0
ORD-100831,K1137,Antwerpen,BEL,24-10-2025,Vitamine D3 25mcg,OTC,10,7.53,10.0,67.77,vooruitbetaling,4,4.5,nee,1
ORD-100447,K1103,amsterdam,NL,11/03/25,Vitamine D3 25mcg,OTC,37,7.31,,270.47,creditcard,4,3.2,nee,0
ORD-100971,K1103,Amsterdam,NL,01/08/25,Salbutamol inhalator,Rx,83,19.03,15.0,1342.57,creditcard,4,5.4,ja,1
ORD-102129,K1006,UTRECHT,NL,19-03-2025,Metformine 850mg,Rx,7,4.31,0.0,30.17,factuur,4,1.3,nee,0
ORD-102052,K1071,utrecht,NL,15-02-2025,Salbutamol inhalator,Rx,19,17.4,5.0,314.07,incasso,4,4.0,nee,1
ORD-100042,K1001,A'dam,NL,26/07/25,Vitamine D3 25mcg,OTC,16,7.44,0.0,119.04,vooruitbetaling,4,2.5,nee,0
ORD-102257,K1092,'s-Gravenhage,NL,05-04-2025,Amoxicilline 250mg,Rx,24,6.67,0.0,160.08,creditcard,4,3.0,nee,0
ORD-102051,K1119,Utrecht,NL,26-04-2025,Salbutamol inhalator,Rx,66,18.54,5.0,1162.46,vooruitbetaling,4,5.5,nee,1
ORD-100430,K1054,Amsterdam ,NL,12/05/25,Vitamine D3 25mcg,OTC,10,7.11,0.0,71.1,factuur,4,3.8,nee,0
ORD-100075,K1090,UTRECHT,NL,19-10-2025,Salbutamol inhalator,Rx,41,18.74,10.0,691.51,incasso,4,3.4,nee,0
ORD-101251,K1090,Amsterdam,NL,10-05-2025,Salbutamol inhalator,Rx,86,18.02,0.0,1549.72,,4,5.1,ja,1
ORD-100638,K1073,Amsterdam,NL,05-11-2025,Metformine 850mg,Rx,21,4.37,15.0,78.0,creditcard,4,1.2,nee,0
ORD-101317,K1051,Den  Haag,NL,03-03-2025,Amoxicilline 250mg,Rx,17,7.05,0.0,119.85,incasso,4,1.0,nee,0
ORD-101272,K1134,amsterdam,NL,2025-08-10,Omeprazol 20mg,Rx,42,5.36,5.0,213.86,factuur,4,4.5,ja,1
ORD-101482,K1009,utrecht,NL,02-07-2025,Metformine 850mg,Rx,41,4.26,0.0,174.66,incasso,4,3.1,nee,0
ORD-101176,K1081,den haag,NL,22-08-2025,Simvastatine 40mg,Rx,27,4.16,0.0,112.32,vooruitbetaling,4,2.6,nee,0
ORD-100352,K1035,Rotterdam,NL,18/04/25,Ibuprofen 400mg,OTC,6,2.41,15.0,12.29,creditcard,4,2.1,nee,0
ORD-101693,K1039,Eindhoven,NL,2025-06-14,Ibuprofen 400mg,OTC,32,2.38,20.0,60.93,factuur,4,3.1,nee,0
ORD-101859,K1071,UTRECHT,NL,29-03-2025,Vitamine D3 25mcg,OTC,5,7.48,0.0,37.4,vooruitbetaling,4,3.8,nee,0
ORD-101716,K1176,Zwolle,NL,30/11/25,Vitamine D3 25mcg,OTC,4,7.31,0.0,29.24,vooruitbetaling,4,4.7,ja,1
ORD-102172,K1045,Maastricht,NL,14-08-2025,Ibuprofen 400mg,OTC,0,2.37,0.0,71.1,creditcard,4,2.3,nee,0
ORD-100119,K1120,rotterdam,NL,2025-03-30,Simvastatine 40mg,Rx,33,3.95,10.0,117.32,factuur,4,4.0,ja,1
ORD-101282,K1086,utrecht,NL,08-07-2025,Omeprazol 20mg,Rx,5,4.94,10.0,22.23,creditcard,4,1.4,nee,0
ORD-101435,K1057,utrecht,NL,2025-02-26,Ibuprofen 400mg,OTC,3,2.45,0.0,7.35,factuur,4,3.8,nee,0
ORD-100746,K1073,Amsterdam ,NL,23/03/25,Metformine 850mg,Rx,53,4.24,15.0,191.01,incasso,4,2.8,nee,0
ORD-101432,K1134,Eindhoven,NL,19-09-2025,Simvastatine 40mg,Rx,9,3.92,,35.28,factuur,4,3.5,nee,0
ORD-101869,K1038,Eindhoven,NL,19/11/25,Paracetamol 500mg,OTC,48,1.83,0.0,87.84,vooruitbetaling,4,2.5,nee,0
ORD-101542,K1071,Rotterdam,NL,04/09/25,Paracetamol 500mg,OTC,232,1.82,10.0,380.02,incasso,4,3.1,nee,0
ORD-100956,K1173,Groningen,NL,07/06/25,Metformine 850mg,Rx,47,4.29,0.0,201.63,,4,2.4,nee,0
ORD-100851,K1076,A'dam,NL,29-05-2025,Ibuprofen 400mg,OTC,24,2.43,15.0,49.57,factuur,4,3.2,nee,0
ORD-102107,K1015,antwerpen,Belgie,2025-08-18,Omeprazol 20mg,Rx,27,5.11,10.0,124.17,vooruitbetaling,4,1.0,nee,0
ORD-101455,K1076,Utrecht ,NL,13-02-2025,Vitamine D3 25mcg,OTC,9,7.36,0.0,66.24,vooruitbetaling,4,1.6,nee,0
ORD-101225,K1077,Amsterdam,NL,08/04/25,Salbutamol inhalator,Rx,89,19.13,10.0,1532.31,factuur,4,4.3,nee,1
ORD-100064,K1157,rotterdam,NL,2025-03-01,Insuline pen,Koelketen,12,39.85,0.0,478.2,vooruitbetaling,6,4.4,nee,0
ORD-100849,K1029,utrecht,NL,16-07-2025,Omeprazol 20mg,Rx,28,5.24,15.0,124.71,vooruitbetaling,4,2.5,nee,0
ORD-101536,K1072,UTRECHT,NL,25-05-2025,Metformine 850mg,Rx,38,4.22,5.0,152.34,incasso,4,3.5,nee,0
ORD-102391,K1138,Maastricht,NL,01-03-2025,Ibuprofen 400mg,OTC,44,2.46,10.0,97.42,factuur,4,3.8,nee,0
ORD-101612,K1132,Groningen,NL,2025-10-26,Amoxicilline 250mg,Rx,6,6.9,0.0,41.4,incasso,4,3.4,nee,0
ORD-100740,K1045,amsterdam,NL,06-06-2025,Ibuprofen 400mg,OTC,10,2.48,15.0,21.08,incasso,4,3.7,nee,0
ORD-101624,K1012,Maastricht,NL,30-05-2025,Ibuprofen 400mg,OTC,7,2.4,15.0,14.28,vooruitbetaling,4,2.7,nee,0
ORD-100026,K1031,Rotterdam,NL,17/11/25,Vitamine D3 25mcg,OTC,76,7.42,5.0,535.72,incasso,4,1.1,nee,0
ORD-101806,K1135,Utrecht,NL,07-04-2025,Omeprazol 20mg,Rx,34,4.94,15.0,142.77,creditcard,4,1.3,nee,0
ORD-101214,K1019,Rotterdam,NL,04-06-2025,Amoxicilline 250mg,Rx,10,6.91,10.0,62.19,factuur,4,2.5,nee,0
ORD-101475,K1034,Rotterdam,NL,29-03-2025,Vitamine D3 25mcg,OTC,15,7.24,0.0,108.6,factuur,4,1.3,nee,0
ORD-100886,K1002,Rotterdam,NL,10/09/25,Salbutamol inhalator,Rx,12,18.89,0.0,226.68,creditcard,4,3.0,nee,0
ORD-100839,K1065,Zwolle,NL,2025-11-12,Paracetamol 500mg,OTC,7,1.85,10.0,11.66,incasso,4,1.4,nee,0
ORD-101238,K1106,Utrecht,NL,08-02-2025,Ibuprofen 400mg,OTC,21,2.51,20.0,42.17,incasso,4,3.3,nee,0
ORD-102394,K1105,'s-Gravenhage,NL,2025-02-18,Paracetamol 500mg,OTC,2,1.88,0.0,3.76,incasso,4,3.0,nee,0
ORD-100587,K1123,rotterdam,NL,19-09-2025,Ibuprofen 400mg,OTC,23,2.36,20.0,43.42,factuur,4,1.6,nee,0
ORD-100063,K1157,Antwerpen,BE,2025-05-02,Metformine 850mg,Rx,13,4.2,0.0,54.6,factuur,4,4.2,nee,1
ORD-101406,K1153,Gent,Belgie,06/10/25,Metformine 850mg,Rx,14,4.23,5.0,56.26,factuur,4,1.6,nee,0
ORD-101617,K1115,Groningen,NL,09-11-2025,Levothyroxine 50mcg,Rx,11,3.08,10.0,30.49,incasso,4,2.4,nee,0
ORD-102399,K1172,Rotterdam,NL,27-02-2025,Metformine 850mg,Rx,5,4.27,15.0,18.15,incasso,4,2.5,nee,0
ORD-101098,K1107,Utrecht ,NL,2025-05-01,Ibuprofen 400mg,OTC,10,2.34,20.0,18.72,factuur,4,2.0,nee,0
ORD-101814,K1053,UTRECHT,NL,13/03/25,Omeprazol 20mg,Rx,15,5.35,5.0,76.24,creditcard,4,1.6,nee,0
ORD-101121,K1166,Utrecht,NL,2025-11-16,Paracetamol 500mg,OTC,24,1.8,,43.2,vooruitbetaling,4,1.9,nee,0
ORD-100677,K1046,Antwerpen,BE,16-03-2025,Metformine 850mg,Rx,34,4.14,0.0,140.76,incasso,4,3.2,nee,0
ORD-101021,K1047,Rotterdam,NL,19/03/25,Vitamine D3 25mcg,OTC,24,6.92,15.0,141.17,incasso,4,1.8,nee,0
ORD-101677,K1175,Maastricht,NL,21/01/25,Paracetamol 500mg,OTC,35,1.91,0.0,66.85,factuur,4,1.0,nee,0
ORD-102190,K1036,Eindhoven,NL,23/07/25,Paracetamol 500mg,OTC,27,1.91,0.0,51.57,creditcard,4,1.2,nee,0
ORD-100450,K1118,utrecht,NL,18-08-2025,Insuline pen,Koelketen,21,41.96,10.0,793.04,factuur,6,5.5,nee,0
ORD-101924,K1065,Den  Haag,NL,15/09/25,Paracetamol 500mg,OTC,113,1.85,0.0,209.05,incasso,4,2.7,nee,0
ORD-101745,K1116,Utrecht,NL,14-09-2025,Vitamine D3 25mcg,OTC,23,7.55,5.0,164.97,,4,3.1,ja,0
ORD-101562,K1157,Den  Haag,NL,2025-01-10,Ibuprofen 400mg,OTC,27,2.37,10.0,57.59,factuur,4,3.2,nee,0
ORD-100442,K1149,A'dam,NL,05/03/25,Salbutamol inhalator,Rx,11,19.09,15.0,178.49,vooruitbetaling,4,1.5,nee,0
ORD-100163,K1087,den haag,NL,13-01-2025,Amoxicilline 250mg,Rx,140,6.88,10.0,866.88,factuur,4,3.6,nee,0
ORD-101579,K1060,Maastricht,NL,18/10/25,Salbutamol inhalator,Rx,5,19.12,5.0,90.82,creditcard,4,1.1,nee,0
ORD-101890,K1125,Anvers,Belgie,18/02/25,Levothyroxine 50mcg,Rx,7,3.04,15.0,18.09,vooruitbetaling,4,3.4,nee,0
ORD-101219,K1036,utrecht,NL,2025-11-28,Simvastatine 40mg,Rx,5,3.91,,16.62,factuur,4,2.6,nee,0
ORD-101886,K1023,Gent,BEL,29/06/25,Ibuprofen 400mg,OTC,15,2.39,10.0,32.26,creditcard,4,3.4,nee,0
ORD-101071,K1156,A'dam,NL,28-05-2025,Ibuprofen 400mg,OTC,8,2.51,0.0,20.08,factuur,4,1.7,nee,0
ORD-101582,K1016,Zwolle,NL,08-01-2025,Metformine 850mg,Rx,46,4.18,0.0,192.28,creditcard,4,1.2,nee,0
ORD-100132,K1073,Groningen,NL,2025-07-17,Simvastatine 40mg,Rx,12,3.93,10.0,42.44,vooruitbetaling,4,1.5,nee,0
ORD-102278,K1132,Amsterdam ,NL,24/07/25,Amoxicilline 250mg,Rx,77,6.66,,512.82,factuur,4,1.2,nee,0
ORD-100143,K1173,rotterdam,NL,28/05/25,Paracetamol 500mg,OTC,18,1.96,15.0,29.99,vooruitbetaling,4,1.8,nee,0
ORD-101162,K1173,A'dam,NL,2025-07-02,Vitamine D3 25mcg,OTC,49,7.02,0.0,343.98,incasso,4,1.5,nee,0
ORD-102312,K1151,Gent,BEL,12-09-2025,Omeprazol 20mg,Rx,16,5.13,10.0,73.87,incasso,4,2.1,nee,0
ORD-100302,K1072,amsterdam,NL,14/07/25,Paracetamol 500mg,OTC,9,1.95,0.0,17.55,vooruitbetaling,4,3.1,nee,0
ORD-102118,K1060,den haag,NL,2025-03-29,Salbutamol inhalator,Rx,19,18.86,5.0,340.42,incasso,4,3.9,nee,0
ORD-101364,K1054,Eindhoven,NL,28-02-2025,Paracetamol 500mg,OTC,126,1.77,10.0,200.72,incasso,4,4.7,nee,1
ORD-100380,K1175,Anvers,BE,2025-09-19,Salbutamol inhalator,Rx,22,19.46,5.0,406.71,factuur,4,2.8,nee,0
ORD-100801,K1047,Rotterdam,NL,18/03/25,Ibuprofen 400mg,OTC,52,2.34,10.0,109.51,creditcard,4,3.5,nee,0
ORD-100314,K1110,Eindhoven,NL,14/08/25,Vitamine D3 25mcg,OTC,48,7.55,10.0,326.16,creditcard,4,1.0,nee,0
ORD-102289,K1098,Eindhoven,NL,2025-10-20,Simvastatine 40mg,Rx,90,4.1,0.0,369.0,incasso,4,4.0,nee,0
ORD-100359,K1043,Groningen,NL,12-10-2025,Ibuprofen 400mg,OTC,83,2.39,20.0,158.7,creditcard,4,3.3,nee,0
ORD-101647,K1085,Amsterdam ,NL,26-01-2025,Levothyroxine 50mcg,Rx,14,3.08,,36.65,creditcard,4,4.1,ja,1
ORD-100846,K1041,Maastricht,NL,2025-05-18,Ibuprofen 400mg,OTC,35,2.46,5.0,81.79,,4,3.7,nee,0
ORD-101496,K1063,A'dam,NL,17-08-2025,Paracetamol 500mg,OTC,9999,1.82,15.0,18.56,incasso,4,5.4,nee,1
ORD-101278,K1170,'s-Gravenhage,NL,27-09-2025,Levothyroxine 50mcg,Rx,16,3.07,10.0,44.21,creditcard,4,,nee,1
ORD-100919,K1167,'s-Gravenhage,NL,16-11-2025,Metformine 850mg,Rx,22,4.23,5.0,88.41,incasso,4,4.0,nee,0
ORD-100612,K1091,Groningen,NL,2025-06-04,Levothyroxine 50mcg,Rx,29,3.15,15.0,77.65,vooruitbetaling,4,1.0,nee,0
ORD-101017,K1111,Anvers,Belgie,2025-08-23,Paracetamol 500mg,OTC,58,1.85,20.0,85.84,factuur,4,3.9,nee,0
ORD-101747,K1151,Amsterdam,NL,10-07-2025,Insuline pen,Koelketen,4,41.88,0.0,167.52,incasso,6,1.4,nee,0
ORD-100687,K1169,Utrecht,NL,2025-09-09,Amoxicilline 250mg,Rx,10,6.43,15.0,54.65,vooruitbetaling,4,1.6,nee,0
ORD-100007,K1154,Utrceht,NL,27-04-2025,Ibuprofen 400mg,OTC,3,2.4,,7.2,creditcard,4,3.8,nee,0
ORD-101586,K1165,Gent,Belgie,2025-03-08,Vitamine D3 25mcg,OTC,20,7.42,0.0,148.4,vooruitbetaling,4,2.7,nee,0
ORD-100116,K1150,Groningen,NL,2025-01-16,Vitamine D3 25mcg,OTC,25,7.36,,184.0,factuur,4,4.1,ja,1
ORD-101333,K1133,Den  Haag,NL,01/03/25,Vitamine D3 25mcg,OTC,14,7.47,0.0,104.58,creditcard,4,3.5,nee,0
ORD-100978,K1008,Amsterdam ,NL,27-08-2025,Vitamine D3 25mcg,OTC,24,6.84,5.0,155.95,factuur,4,2.8,nee,0
ORD-102269,K1142,Antwerpen,BE,29-04-2025,Metformine 850mg,Rx,7,4.27,0.0,29.89,creditcard,4,2.6,nee,0
ORD-101262,K1065,Utrceht,NL,18-08-2025,Insuline pen,Koelketen,22,42.34,,838.33,creditcard,6,4.4,nee,0
ORD-100871,K1102,amsterdam,NL,05/07/25,Vitamine D3 25mcg,OTC,33,7.57,5.0,237.32,creditcard,4,3.1,nee,0
ORD-100078,K1146,Amsterdam,NL,2025-06-20,Levothyroxine 50mcg,Rx,8,3.19,0.0,25.52,vooruitbetaling,4,3.3,nee,0
ORD-102100,K1076,den haag,NL,23-01-2025,Insuline pen,Koelketen,13,43.41,0.0,564.33,vooruitbetaling,6,3.1,nee,0
ORD-101140,K1175,den haag,NL,04/10/25,Vitamine D3 25mcg,OTC,15,7.29,20.0,87.48,factuur,4,5.1,ja,1
ORD-100323,K1111,den haag,NL,04/05/25,Levothyroxine 50mcg,Rx,22,3.29,0.0,72.38,incasso,4,3.1,nee,0
ORD-100548,K1121,Rotterdam,NL,20/01/25,Amoxicilline 250mg,Rx,11,6.71,0.0,73.81,vooruitbetaling,4,2.0,nee,0
ORD-100924,K1167,Zwolle,NL,21-05-2025,Vitamine D3 25mcg,OTC,9,7.44,5.0,63.61,creditcard,4,2.9,nee,0
ORD-100173,K1020,antwerpen,BEL,26/04/25,Paracetamol 500mg,OTC,20,1.88,0.0,37.6,incasso,4,2.7,nee,0
ORD-100547,K1057,Zwolle,NL,16-06-2025,Simvastatine 40mg,Rx,-5,3.8,5.0,267.14,factuur,4,1.7,nee,0
ORD-100735,K1065,amsterdam,NL,25-07-2025,Simvastatine 40mg,Rx,5,4.05,0.0,20.25,factuur,4,3.1,nee,0
ORD-101616,K1099,Utrecht,NL,19-07-2025,Vitamine D3 25mcg,OTC,16,7.48,5.0,113.7,vooruitbetaling,4,1.7,nee,0
ORD-100436,K1052,Eindhoven,NL,11-07-2025,Paracetamol 500mg,OTC,149,1.88,5.0,266.11,incasso,4,5.5,ja,1
ORD-102072,K1018,A'dam,NL,21-04-2025,Salbutamol inhalator,Rx,40,18.09,20.0,578.88,factuur,4,5.3,nee,1
ORD-101473,K1062,Anvers,Belgie,06-05-2025,Paracetamol 500mg,OTC,16,1.91,15.0,25.98,factuur,4,2.0,nee,0
ORD-100806,K1030,Maastricht,NL,2025-05-05,Vitamine D3 25mcg,OTC,40,7.6,20.0,243.2,vooruitbetaling,4,1.6,nee,0
ORD-102344,K1125,amsterdam,NL,24/08/25,Ibuprofen 400mg,OTC,12,2.37,10.0,25.6,creditcard,4,2.2,nee,0
ORD-101188,K1060,Maastricht,NL,20/01/25,Vitamine D3 25mcg,OTC,30,7.14,0.0,214.2,vooruitbetaling,4,2.0,nee,0
ORD-101939,K1080,Amsterdam,NL,2025-10-04,Paracetamol 500mg,OTC,42,1.83,10.0,69.17,creditcard,4,2.3,nee,0
ORD-101664,K1150,Utrecht,NL,2025-07-09,Paracetamol 500mg,OTC,23,1.84,20.0,33.86,vooruitbetaling,4,2.8,nee,0
ORD-101247,K1004,Rotterdam,NL,12-07-2025,Omeprazol 20mg,Rx,12,4.93,0.0,59.16,vooruitbetaling,4,3.5,nee,0
ORD-102191,K1145,utrecht,NL,09/05/25,Levothyroxine 50mcg,Rx,16,3.03,15.0,41.21,vooruitbetaling,4,3.2,nee,0
ORD-100237,K1110,amsterdam,NL,2025-05-26,Amoxicilline 250mg,Rx,28,6.58,,165.82,incasso,4,1.6,nee,0
ORD-101942,K1000,Utrceht,NL,29-10-2025,Insuline pen,Koelketen,6,40.51,0.0,243.06,factuur,6,2.6,nee,0
ORD-102243,K1011,Maastricht,NL,05-10-2025,Paracetamol 500mg,OTC,26,1.8,15.0,39.78,vooruitbetaling,4,3.0,nee,0
ORD-100747,K1144,Zwolle,NL,2025-07-15,Omeprazol 20mg,Rx,18,5.17,0.0,93.06,creditcard,4,2.0,nee,0
ORD-102189,K1134,Zwolle,NL,06/08/25,Amoxicilline 250mg,Rx,16,6.82,0.0,109.12,vooruitbetaling,4,4.6,ja,1
ORD-100095,K1016,Den Haag,NL,10-10-2025,Amoxicilline 250mg,Rx,14,6.71,10.0,84.55,creditcard,4,1.0,nee,0
ORD-102053,K1047,Anvers,BEL,16-01-2025,Amoxicilline 250mg,Rx,11,6.71,20.0,59.05,factuur,4,4.7,ja,1
ORD-100045,K1087,Antwerpen,BE,2025-08-21,Vitamine D3 25mcg,OTC,52,7.05,10.0,329.94,vooruitbetaling,4,2.5,nee,0
ORD-101561,K1112,den haag,NL,03-04-2025,Paracetamol 500mg,OTC,14,1.86,,23.44,factuur,4,2.3,nee,0
ORD-100727,K1000,Groningen,NL,2025-11-28,Ibuprofen 400mg,OTC,34,2.38,5.0,94.48,vooruitbetaling,4,2.2,nee,0
ORD-102380,K1073,antwerpen,Belgie,18/03/25,Metformine 850mg,Rx,1,4.28,10.0,3.85,vooruitbetaling,4,1.0,nee,0
ORD-101000,K1004,den haag,NL,14-07-2025,Omeprazol 20mg,Rx,8,5.0,0.0,40.0,vooruitbetaling,4,2.0,nee,0
ORD-100897,K1086,Groningen,NL,18-08-2025,Salbutamol inhalator,Rx,7,19.17,15.0,114.06,creditcard,4,1.0,nee,0
ORD-100952,K1154,Maastricht,NL,2025-03-31,Simvastatine 40mg,Rx,13,3.93,20.0,40.87,incasso,4,1.5,nee,0
ORD-100817,K1088,Maastricht,NL,13-11-2025,Vitamine D3 25mcg,OTC,27,6.99,15.0,160.42,vooruitbetaling,4,,nee,0
ORD-100190,K1101,Rotterdam,NL,09/02/25,Ibuprofen 400mg,OTC,18,2.41,5.0,41.21,incasso,4,2.5,ja,0
ORD-101757,K1086,Utrecht ,NL,05-04-2025,Ibuprofen 400mg,OTC,13,2.46,10.0,28.78,creditcard,4,3.9,nee,0
ORD-101018,K1096,Groningen,NL,2025-02-27,Insuline pen,Koelketen,28,41.21,5.0,1096.19,factuur,6,4.0,nee,0
ORD-101442,K1168,rotterdam,NL,2025-08-02,Amoxicilline 250mg,Rx,21,6.69,0.0,140.49,incasso,4,2.3,nee,0
ORD-101723,K1178,Den  Haag,NL,2025-06-08,Vitamine D3 25mcg,OTC,23,7.34,5.0,160.38,,4,3.5,nee,0
ORD-100206,K1066,Utrceht,NL,26-07-2025,Amoxicilline 250mg,Rx,37,6.96,0.0,257.52,incasso,4,3.0,nee,0
ORD-101279,K1140,A'dam,NL,19/03/25,Paracetamol 500mg,OTC,30,1.88,0.0,56.4,factuur,4,2.8,nee,0
ORD-100091,K1035,Zwolle,NL,2025-09-03,Metformine 850mg,Rx,15,4.21,15.0,63.92,factuur,4,2.2,nee,0
ORD-100697,K1092,Utrceht,NL,28/07/25,Vitamine D3 25mcg,OTC,12,7.55,5.0,86.07,factuur,4,2.5,nee,0
ORD-101582,K1016,Zwolle,NL,08-01-2025,Metformine 850mg,Rx,46,4.18,0.0,192.28,creditcard,4,1.2,nee,0
ORD-101674,K1086,Groningen,NL,04/11/25,Paracetamol 500mg,OTC,13,1.79,15.0,19.78,vooruitbetaling,4,1.3,nee,0
ORD-100762,K1048,A'dam,NL,2025-03-29,Paracetamol 500mg,OTC,67,1.87,5.0,119.03,incasso,4,5.8,ja,1
ORD-100502,K1073,Amsterdam,NL,07-08-2025,Ibuprofen 400mg,OTC,17,2.37,5.0,38.28,factuur,4,3.7,nee,0
ORD-102365,K1111,Rotterdam,NL,16/10/25,Salbutamol inhalator,Rx,27,18.39,15.0,422.05,factuur,4,3.4,nee,0
ORD-102216,K1079,UTRECHT,NL,14-02-2025,Vitamine D3 25mcg,OTC,76,7.3,0.0,554.8,factuur,4,2.3,nee,0
ORD-100585,K1029,amsterdam,NL,2025-06-23,Levothyroxine 50mcg,Rx,17,3.17,0.0,53.89,vooruitbetaling,4,1.9,nee,0
ORD-102244,K1170,rotterdam,NL,2025-02-16,Ibuprofen 400mg,OTC,36,2.32,0.0,83.52,creditcard,4,3.2,nee,0
ORD-100905,K1003,Eindhoven,NL,2025-10-09,Levothyroxine 50mcg,Rx,34,2.93,5.0,94.64,vooruitbetaling,4,1.0,nee,0
ORD-101468,K1132,Eindhoven,NL,28/09/25,Simvastatine 40mg,Rx,123,3.99,15.0,417.15,vooruitbetaling,4,2.8,nee,0
ORD-100423,K1094,antwerpen,BEL,24/04/25,Insuline pen,Koelketen,9,42.17,10.0,341.58,incasso,6,3.4,nee,0
ORD-101371,K1077,Gent,Belgie,12/01/25,Amoxicilline 250mg,Rx,55,6.98,15.0,326.32,factuur,4,1.4,nee,0
ORD-102144,K1154,Amsterdam ,NL,2025-08-07,Ibuprofen 400mg,OTC,28,2.33,20.0,52.19,factuur,4,1.7,nee,0
ORD-100521,K1116,Gent,BEL,28-08-2025,Ibuprofen 400mg,OTC,29,2.52,0.0,73.08,creditcard,4,2.1,nee,0
ORD-101522,K1021,Zwolle,NL,04-07-2025,Vitamine D3 25mcg,OTC,14,7.26,20.0,81.31,vooruitbetaling,4,3.8,nee,0
ORD-100156,K1131,A'dam,NL,23-02-2025,Levothyroxine 50mcg,Rx,14,3.16,5.0,42.03,vooruitbetaling,4,2.5,nee,0
ORD-101787,K1033,Eindhoven,NL,11/11/25,Paracetamol 500mg,OTC,55,1.86,10.0,92.07,factuur,4,1.6,nee,0
ORD-101471,K1136,Antwerpen,Belgie,09-07-2025,Simvastatine 40mg,Rx,2,3.82,5.0,7.26,creditcard,4,3.9,nee,0
ORD-102369,K1110,Den Haag,NL,24/09/25,Simvastatine 40mg,Rx,15,3.93,5.0,56.0,factuur,4,1.3,nee,0
ORD-100296,K1028,Zwolle,NL,03-10-2025,Omeprazol 20mg,Rx,16,5.03,5.0,76.46,creditcard,4,2.9,nee,0
ORD-100100,K1117,Eindhoven,NL,10/10/25,Ibuprofen 400mg,OTC,102,2.51,15.0,217.62,creditcard,4,4.3,nee,1
ORD-101139,K1160,Utrecht ,NL,20-08-2025,Omeprazol 20mg,Rx,9,5.14,0.0,46.26,vooruitbetaling,4,1.0,nee,0
ORD-100184,K1069,Amsterdam,NL,2025-07-28,Vitamine D3 25mcg,OTC,99,7.36,10.0,1296.76,vooruitbetaling,4,2.4,nee,0
ORD-100026,K1031,Rotterdam,NL,17/11/25,Vitamine D3 25mcg,OTC,76,7.42,5.0,535.72,incasso,4,1.1,nee,0
ORD-100468,K1140,Gent,BE,2025-01-31,Vitamine D3 25mcg,OTC,23,7.01,0.0,161.23,creditcard,4,3.9,nee,0
ORD-100688,K1022,Utrceht,NL,04-02-2025,Metformine 850mg,Rx,14,4.19,0.0,58.66,incasso,4,4.8,ja,1
ORD-100279,K1055,Den  Haag,NL,25/04/25,Paracetamol 500mg,OTC,10,1.92,0.0,19.2,incasso,4,1.7,nee,0
ORD-100539,K1051,A'dam,NL,07/01/25,Metformine 850mg,Rx,21,4.2,0.0,88.2,creditcard,4,2.5,nee,0
ORD-101284,K1178,Maastricht,NL,20/01/25,Metformine 850mg,Rx,13,4.19,20.0,43.58,vooruitbetaling,4,3.1,nee,0
ORD-102328,K1110,Zwolle,NL,2025-10-02,Levothyroxine 50mcg,Rx,17,3.1,0.0,52.7,factuur,4,3.2,nee,0
ORD-101645,K1101,Maastricht,NL,27-11-2025,Salbutamol inhalator,Rx,169,18.37,15.0,2638.85,factuur,4,4.7,nee,1
ORD-100945,K1135,Amsterdam,NL,2025-10-11,Omeprazol 20mg,Rx,22,5.13,10.0,101.57,creditcard,4,3.9,nee,0
ORD-100574,K1091,Utrecht ,NL,25/07/25,Insuline pen,Koelketen,8,42.4,0.0,339.2,incasso,6,4.0,nee,0
ORD-102202,K1108,Eindhoven,NL,20-08-2025,Salbutamol inhalator,Rx,128,18.65,5.0,2267.84,incasso,4,3.4,nee,0
ORD-101686,K1076,Den  Haag,NL,31-03-2025,Levothyroxine 50mcg,Rx,5,3.02,20.0,12.08,creditcard,4,2.7,nee,0
ORD-101775,K1101,rotterdam,NL,2025-10-28,Vitamine D3 25mcg,OTC,33,7.31,5.0,229.17,factuur,4,1.1,nee,0
ORD-101411,K1033,Maastricht,NL,31-01-2025,Simvastatine 40mg,Rx,34,3.91,0.0,132.94,creditcard,4,3.4,nee,0
ORD-101226,K1158,UTRECHT,NL,31-07-2025,Paracetamol 500mg,OTC,45,1.92,10.0,77.76,incasso,4,3.3,nee,0
ORD-100810,K1119,Amsterdam,NL,2025-07-03,Paracetamol 500mg,OTC,13,1.84,0.0,23.92,factuur,4,,nee,0
ORD-100528,K1156,Amsterdam,NL,2025-07-13,Vitamine D3 25mcg,OTC,50,7.59,5.0,360.52,vooruitbetaling,4,4.8,ja,1
ORD-102154,K1139,Amsterdam ,NL,2025-08-20,Vitamine D3 25mcg,OTC,21,7.4,0.0,155.4,creditcard,4,2.3,nee,0
ORD-102219,K1086,Utrceht,NL,2025-10-20,Vitamine D3 25mcg,OTC,19,7.14,0.0,135.66,incasso,4,4.0,nee,0
